amount,claims,age,policy_years,fraud
26661,9,35,7,0
64892,2,53,10,0
5454,6,45,18,0
51032,0,32,5,0
86866,5,40,11,1
50331,4,46,15,1
85663,5,31,20,1
31873,6,34,16,0
46400,3,21,10,0
22339,5,67,1,0
4636,9,37,12,0
14653,8,55,17,0
83150,4,58,20,1
7445,3,34,2,0
67055,1,20,19,0
72577,9,63,12,1
96566,3,45,5,0
57597,1,22,16,0
80645,3,64,13,0
86747,5,59,7,1
7625,10,22,19,0
23362,3,23,6,0
24983,10,19,1,0
89664,7,69,3,1
68685,8,22,19,1
37616,0,41,7,0
19711,2,22,18,0
80577,2,55,13,0
45724,8,64,15,0
83105,0,62,14,0
30858,7,18,5,0
20877,5,20,17,0
80817,5,19,9,1
15323,7,19,19,0
91094,0,56,9,0
86645,4,39,16,1
70107,3,69,5,0
46390,1,64,12,0
75059,0,63,13,0
83786,8,54,16,1
1645,9,52,20,0
99629,0,51,13,0
61782,0,36,13,0
8921,7,52,6,0
63544,0,48,16,0
12975,2,32,14,0
7228,6,65,17,0
48088,9,62,20,0
4841,8,32,4,0
93944,3,64,2,0
32373,4,30,13,0
76890,3,24,3,0
14412,0,66,3,0
61964,7,62,6,1
3616,1,43,5,0
13042,5,47,11,0
56309,9,56,3,1
98248,2,48,19,0
99048,9,57,16,1
56453,4,67,12,1
82049,2,35,11,0
65294,2,44,6,0
53617,8,27,16,1
68937,5,32,13,1
41919,8,46,11,0
3071,5,66,20,0
95095,0,67,4,0
96484,9,67,12,1
65431,7,56,9,1
60201,0,64,4,0
86735,1,65,2,0
53783,6,57,20,1
88979,6,18,3,1
74232,1,53,3,0
44520,1,34,16,0
23377,3,60,15,0
22041,4,54,9,0
24344,1,35,18,0
71580,8,37,18,1
63248,5,61,17,1
51646,8,34,15,1
22533,0,67,8,0
1080,1,23,4,0
7501,3,25,18,0
3035,8,23,20,0
97071,1,47,10,0
63718,6,59,17,1
77823,5,49,2,1
19815,2,61,5,0
8328,0,54,12,0
37604,4,61,18,0
68710,2,63,14,0
89219,0,48,16,0
73909,9,18,12,1
83659,4,36,7,1
22338,7,44,16,0
31308,8,29,11,0
32814,0,23,16,0
19591,0,39,13,0
74383,6,50,15,1
7165,3,33,11,0
40552,3,38,10,0
45325,6,26,1,0
30474,8,63,5,0
53729,6,51,8,1
5770,2,29,1,0
35023,1,20,10,0
11337,6,41,18,0
6787,10,41,3,0
57023,6,45,3,1
15040,6,61,9,0
66070,4,29,15,1
58746,5,21,1,1
60465,4,52,11,1
28687,2,48,12,0
31439,2,51,1,0
87178,9,38,18,1
40199,1,24,5,0
66562,1,34,20,0
31250,5,58,19,0
71303,1,24,7,0
39430,1,43,15,0
92072,2,52,18,0
77922,8,41,20,1
87517,9,59,4,1
17219,4,55,2,0
64268,6,45,14,1
28806,10,63,18,0
76036,7,41,5,1
63719,7,36,10,1
26576,7,56,12,0
28716,10,61,18,0
81295,6,43,3,1
88112,7,43,2,1
70841,5,49,1,1
88501,0,59,15,0
22951,2,49,2,0
38674,8,67,17,0
4882,8,62,20,0
5576,5,19,8,0
10587,2,49,16,0
45081,10,24,9,0
2910,6,47,2,0
10435,3,61,13,0
14869,10,47,3,0
92914,6,46,19,1
38144,1,68,7,0
51063,3,40,11,0
92969,5,31,4,1
4300,3,42,16,0
30455,2,23,18,0
31986,4,21,9,0
13577,6,61,18,0
12687,1,24,8,0
84146,3,43,19,0
29432,2,65,9,0
58350,5,69,7,1
56254,0,20,19,0
14480,3,55,16,0
96135,9,57,19,1
69397,3,62,2,0
96347,9,54,18,1
61151,9,56,12,1
85497,9,48,4,1
74156,2,34,20,0
3469,6,48,14,0
48466,3,47,20,0
22575,5,67,14,0
47216,6,48,18,0
6145,2,20,18,0
7928,9,24,7,0
86343,10,63,4,1
75135,8,65,1,1
72853,6,23,9,1
95902,5,50,17,1
91727,10,18,12,1
61770,2,35,15,0
52316,4,44,4,1
34571,7,44,4,0
52803,2,29,13,0
79269,0,33,16,0
27731,2,66,16,0
58473,1,33,19,0
4142,0,36,9,0
69238,4,40,2,1
98313,10,52,20,1
93673,5,62,3,1
42310,2,70,2,0
54852,5,56,5,1
7126,4,68,15,0
17451,9,55,9,0
34317,7,39,15,0
92714,9,57,17,1
43919,9,26,13,0
42571,5,35,2,0
64468,0,66,20,0
15411,6,52,6,0
86023,1,65,14,0
33048,8,22,6,0
39749,7,38,11,0
37238,4,40,14,0
64556,8,52,11,1
71083,10,60,15,1
11481,7,47,20,0
93215,2,47,13,0
66332,4,19,11,1
42724,4,44,16,0
5865,3,25,17,0
37470,5,31,1,0
17509,1,60,13,0
3442,2,48,16,0
81754,4,34,5,1
10386,7,29,20,0
84820,0,30,5,0
26836,1,52,16,0
49976,7,40,19,0
36685,3,27,10,0
46922,7,55,7,0
22150,10,56,7,0
40246,4,53,17,0
5374,9,47,12,0
64388,7,25,8,1
58971,0,36,13,0
14940,8,68,4,0
61195,3,61,4,0
41031,0,64,10,0
52876,4,36,15,1
70393,8,58,14,1
57701,7,20,4,1
42893,10,49,4,0
2615,7,70,20,0
18709,9,47,12,0
53443,5,69,7,1
11172,3,53,15,0
55973,1,27,6,0
80873,10,48,16,1
87305,4,68,6,1
58082,1,67,3,0
39111,5,25,20,0
10068,10,34,1,0
70991,2,60,16,0
41584,2,47,1,0
75071,5,36,5,1
86813,0,34,6,0
41246,7,64,1,0
98704,0,37,8,0
51980,2,70,14,0
70746,8,34,10,1
70015,8,42,7,1
28180,9,51,19,0
27438,10,38,4,0
54868,6,33,11,1
83635,8,50,5,1
1642,2,18,15,0
67379,0,64,1,0
14181,4,20,11,0
65456,8,43,6,1
48939,5,26,1,0
5628,0,66,10,0
6042,5,29,17,0
76091,2,42,8,0
86140,3,50,9,0
82499,0,35,4,0
4352,6,69,6,0
47883,7,55,7,0
14566,7,34,2,0
9849,10,60,12,0
67410,8,21,14,1
46589,8,36,16,0
4742,7,31,16,0
95350,6,70,9,1
42689,3,70,20,0
81855,10,28,9,1
85453,0,60,12,0
16148,2,19,3,0
57719,7,69,5,1
10635,6,51,9,0
94136,4,30,16,1
66793,10,24,4,1
95737,6,61,1,1
90895,8,27,20,1
42876,10,34,12,0
86442,0,66,16,0
17286,1,37,16,0
62229,5,37,20,1
37265,9,57,2,0
66332,8,41,2,1
96625,3,64,1,0
52329,3,35,14,0
16609,8,70,9,0
76310,5,55,7,1
60154,7,53,11,1
89355,6,29,16,1
5935,2,59,20,0
67211,9,19,15,1
56004,6,23,1,1
59863,0,42,8,0
23950,2,46,2,0
32743,4,63,1,0
99625,8,66,6,1
16583,0,43,19,0
99958,2,30,6,0
8720,4,58,2,0
93396,9,28,16,1
76574,5,55,12,1
39455,8,52,7,0
22902,4,37,1,0
6168,5,49,8,0
18802,0,44,10,0
30350,0,60,11,0
37692,3,18,16,0
8463,1,43,16,0
80441,6,33,6,1
60788,1,25,17,0
33549,8,59,13,0
18852,2,25,6,0
42747,10,35,8,0
86356,6,67,4,1
92171,4,30,5,1
55100,7,54,16,1
57304,9,33,6,1
29115,3,63,6,0
18191,8,35,8,0
53703,6,51,17,1
16689,9,53,15,0
98956,2,56,5,0
81356,9,21,8,1
39430,7,28,20,0
78488,10,34,6,1
25055,4,49,4,0
26171,6,53,1,0
8595,0,48,8,0
75486,5,55,9,1
10306,0,42,15,0
87303,10,38,19,1
71127,0,49,18,0
85250,0,50,5,0
32706,8,51,1,0
96117,5,32,13,1
22006,1,22,6,0
63775,8,29,8,1
83215,2,20,9,0
65480,3,62,14,0
34602,8,26,12,0
70217,4,42,9,1
54402,9,69,18,1
28409,10,26,1,0
85065,6,22,8,1
6820,9,22,11,0
37853,7,21,7,0
51166,2,57,12,0
89223,7,45,12,1
28939,9,22,3,0
91405,10,68,11,1
68521,3,26,9,0
68782,9,20,6,1
95192,9,27,2,1
17776,10,39,18,0
6799,3,25,5,0
70599,9,18,20,1
20769,6,59,20,0
64058,5,48,1,1
5718,5,19,1,0
5636,6,50,9,0
59876,10,58,1,1
71815,2,51,1,0
68427,8,24,7,1
79989,2,19,20,0
27161,8,66,16,0
97413,1,67,8,0
14161,10,40,5,0
64924,1,63,16,0
52788,6,20,10,1
5593,7,23,9,0
80468,8,50,17,1
40711,1,20,19,0
22848,1,46,7,0
72081,5,35,15,1
10439,10,37,8,0
34919,10,40,5,0
20842,10,33,5,0
17332,2,40,9,0
3344,10,31,6,0
3404,3,20,1,0
6297,9,50,1,0
31641,2,18,18,0
72009,9,43,13,1
47606,5,36,7,0
21379,7,52,19,0
63554,4,33,14,1
10941,4,30,12,0
9253,9,58,2,0
88369,4,57,9,1
47079,9,27,2,0
92160,10,42,20,1
3979,5,25,2,0
9967,1,33,8,0
31937,7,38,12,0
59762,6,66,13,1
41528,1,55,18,0
58624,10,27,2,1
79833,2,53,18,0
18501,3,60,13,0
44727,6,60,19,0
99550,1,54,8,0
32115,10,22,19,0
15306,1,28,8,0
75807,9,35,3,1
22664,9,30,9,0
81244,8,58,7,1
68889,6,34,7,1
85980,10,45,19,1
26628,8,58,5,0
40098,5,45,20,0
64235,0,50,14,0
9686,1,49,8,0
94174,1,35,16,0
43074,3,25,11,0
67211,4,21,5,1
72266,5,42,2,1
11163,5,20,8,0
14611,4,67,16,0
28772,0,43,1,0
49502,6,59,10,0
57224,6,68,19,1
45173,4,62,7,0
23926,7,44,16,0
70670,8,35,10,1
35990,0,32,6,0
43572,6,23,3,0
91276,0,28,11,0
92338,0,39,6,0
9892,6,43,4,0
66678,6,39,16,1
11659,4,64,4,0
54928,0,50,17,0
40173,9,28,7,0
83099,9,23,15,1
69034,2,24,15,0
58808,8,67,4,1
15233,0,20,3,0
68431,10,47,13,1
79454,10,64,5,1
95206,1,34,17,0
60518,5,60,16,1
59589,5,35,19,1
61835,10,33,16,1
20563,2,39,4,0
76491,10,34,12,1
39704,8,70,1,0
69557,6,24,8,1
64408,4,25,6,1
47271,7,34,1,0
77397,0,41,17,0
64109,8,37,4,1
62723,6,66,15,1
51161,9,21,5,1
84631,2,38,10,0
6720,0,30,19,0
56569,5,55,20,1
18532,4,33,19,0
45946,4,27,16,0
99538,7,26,10,1
4813,9,57,8,0
91865,2,48,20,0
81627,2,47,1,0
89281,3,30,10,0
24858,7,38,10,0
91186,3,20,12,0
47031,1,56,14,0
91730,0,49,2,0
16639,3,27,18,0
92459,2,50,7,0
42526,5,53,2,0
82272,3,37,1,0
37604,9,19,6,0
47207,5,41,3,0
67899,9,29,5,1
18642,1,32,5,0
36051,5,66,14,0
69501,3,63,6,0
55340,2,34,10,0
95385,6,53,11,1
35280,9,64,6,0
12262,1,67,7,0
92265,9,18,6,1
62527,9,70,17,1
14629,5,33,6,0
63542,2,68,5,0
24187,5,58,12,0
88851,10,21,6,1
83187,5,51,8,1
32951,6,42,16,0
31232,5,63,20,0
18924,2,64,20,0
35805,3,19,3,0
42364,8,21,3,0
28775,7,65,10,0
65273,0,24,18,0
21779,4,35,11,0
82158,0,21,4,0
24659,6,51,8,0
65677,3,49,17,0
26716,8,66,15,0
81738,7,22,19,1
13629,7,37,2,0
76163,2,28,13,0
61383,0,46,16,0
8975,7,25,7,0
62169,4,55,16,1
34507,4,18,4,0
31665,1,45,12,0
78022,4,45,18,1
57142,2,65,3,0
3705,1,54,18,0
16566,1,58,16,0
96564,1,53,15,0
20662,1,47,1,0
59126,6,51,3,1
42500,1,62,9,0
70264,2,52,2,0
50805,4,43,1,1
15913,6,62,9,0
14896,2,63,6,0
31508,10,35,11,0
22562,7,23,13,0
51490,9,31,15,1
2695,4,39,1,0
79269,2,21,4,0
27801,3,34,9,0
25077,1,54,16,0
33671,3,49,20,0
34858,10,48,7,0
78542,3,47,5,0
9045,0,28,7,0
88397,5,43,11,1
60032,2,37,2,0
10457,0,47,15,0
4051,6,48,15,0
13322,4,40,13,0
71335,9,49,7,1
99088,8,37,9,1
26854,10,65,8,0
62730,6,24,5,1
66756,6,50,19,1
2484,5,57,20,0
86645,2,69,19,0
63700,0,60,13,0
88060,8,34,1,1
13379,0,36,8,0
58079,9,37,6,1
34350,10,42,15,0
64146,8,24,6,1
80801,9,40,8,1
69841,7,29,14,1
81114,10,65,18,1
64018,2,53,14,0
87195,2,52,18,0
42702,6,34,9,0
89090,1,23,14,0
96202,10,52,8,1
77578,4,35,17,1
96609,5,37,14,1
31236,6,40,1,0
94412,7,48,2,1
22513,5,23,4,0
53456,10,50,17,1
87794,8,68,9,1
72588,8,47,8,1
8468,2,61,5,0
62987,7,32,19,1
82456,4,52,16,1
1144,10,66,8,0
13229,1,48,16,0
31338,9,47,1,0
59446,9,32,4,1
37814,1,57,13,0
6356,5,37,1,0
8762,8,58,20,0
54205,1,64,2,0
85508,1,52,10,0
71201,3,50,20,0
2932,9,41,6,0
87380,1,38,20,0
75444,1,44,12,0
12870,4,69,9,0
41533,6,60,12,0
57605,6,54,9,1
14817,10,66,17,0
11055,2,55,5,0
58255,6,19,13,1
16243,6,29,12,0
36483,5,31,5,0
80650,6,24,1,1
97615,7,42,14,1
97310,2,68,3,0
9191,6,43,14,0
53858,6,41,8,1
36965,8,46,16,0
53560,4,50,6,1
58501,8,59,13,1
45749,1,52,8,0
30754,3,36,20,0
56424,4,20,20,1
85027,10,53,14,1
84436,3,67,11,0
12488,6,49,4,0
19862,6,51,18,0
11325,8,35,11,0
69475,10,59,10,1
97034,10,50,9,1
84378,6,67,12,1
68023,5,41,3,1
77443,9,32,20,1
75688,1,38,2,0
97005,4,30,8,1
33016,0,53,17,0
75071,10,37,1,1
51926,9,55,13,1
27462,9,20,16,0
6179,1,48,17,0
16770,4,64,12,0
44205,3,67,10,0
84545,2,31,15,0
5292,10,27,4,0
11214,2,55,6,0
98535,7,70,14,1
68483,9,55,7,1
89957,0,53,17,0
78780,9,26,11,1
40545,8,22,4,0
95030,10,28,12,1
43288,3,28,8,0
30214,3,41,20,0
35053,0,28,8,0
9011,3,63,5,0
40517,3,23,6,0
61812,9,55,10,1
59453,9,28,19,1
62213,6,64,16,1
32969,0,45,7,0
53471,8,46,4,1
58821,5,51,20,1
40520,2,41,3,0
45868,6,57,19,0
51643,9,38,10,1
64088,0,35,19,0
97168,7,25,1,1
19810,6,49,13,0
61419,2,34,8,0
89178,5,37,13,1
24862,4,63,17,0
7778,3,22,13,0
35148,6,30,15,0
58480,10,60,3,1
37849,8,36,16,0
36330,10,42,1,0
62915,8,22,11,1
39508,9,67,8,0
16801,4,57,13,0
1511,6,54,17,0
45587,8,51,9,0
56164,7,43,19,1
75854,1,55,6,0
33398,0,40,8,0
61671,2,34,5,0
80875,1,53,3,0
89981,3,20,7,0
4690,4,53,5,0
73603,2,20,8,0
96723,4,33,8,1
63917,8,66,20,1
84808,2,28,16,0
99618,6,70,15,1
40632,0,49,18,0
78452,4,50,18,1
8165,5,33,5,0
65688,7,40,4,1
24102,0,27,14,0
38489,6,54,3,0
96458,0,27,10,0
94789,1,29,9,0
34911,7,69,13,0
74192,0,58,18,0
56263,7,19,13,1
28859,0,41,1,0
70259,6,43,16,1
92869,3,70,5,0
33317,4,33,11,0
23941,0,55,11,0
65783,2,49,8,0
29427,10,21,19,0
36832,4,29,10,0
5061,8,64,18,0
23703,1,67,6,0
70442,10,50,6,1
57275,9,69,10,1
61977,9,46,8,1
43562,6,25,5,0
99820,10,57,9,1
57995,7,39,10,1
29131,8,29,16,0
4068,8,23,12,0
27551,4,57,16,0
58691,0,31,18,0
96737,4,30,10,1
17292,3,48,12,0
2551,7,67,5,0
78730,5,30,7,1
12341,5,65,12,0
65429,1,53,13,0
39832,3,54,3,0
64826,10,66,19,1
83629,9,53,14,1
54651,4,30,20,1
41063,5,56,3,0
87136,6,47,8,1
60146,7,46,7,1
34215,9,20,1,0
83146,4,62,2,1
57162,7,25,14,1
43276,10,58,13,0
60430,2,22,18,0
7691,9,58,12,0
75492,2,54,15,0
96080,4,26,10,1
82571,5,55,7,1
77260,3,31,13,0
15293,7,68,5,0
62427,0,49,7,0
85799,7,56,12,1
95990,1,42,3,0
91654,9,41,14,1
65400,1,60,11,0
85162,2,58,19,0
66817,1,30,4,0
87334,10,22,3,1
48704,6,54,4,0
74260,1,39,14,0
76817,1,61,16,0
19489,0,47,3,0
60407,9,61,16,1
36600,10,70,14,0
9102,0,53,5,0
16002,0,48,10,0
67332,8,25,14,1
50973,7,30,10,1
68835,8,25,6,1
41877,8,20,4,0
22053,0,34,10,0
5452,3,25,5,0
1645,8,52,17,0
31688,2,52,2,0
38678,5,58,20,0
27841,8,65,18,0
89911,7,65,8,1
75179,8,43,1,1
93758,9,69,11,1
96966,10,46,6,1
81952,8,48,13,1
96756,9,45,6,1
84894,7,47,16,1
71381,4,59,8,1
99109,0,68,19,0
58618,7,56,2,1
38530,9,32,17,0
95572,6,20,19,1
78942,1,64,2,0
75062,2,68,10,0
10241,4,24,1,0
97411,0,30,10,0
26548,5,40,14,0
70119,0,37,6,0
88966,6,45,11,1
5844,0,54,12,0
55768,2,59,4,0
41778,6,35,9,0
47713,3,34,1,0
73734,8,48,3,1
31732,10,39,12,0
96518,4,57,3,1
10265,8,55,1,0
41866,6,56,19,0
1530,9,54,19,0
50717,10,66,4,1
65690,5,43,5,1
7748,3,30,7,0
73472,6,27,10,1
70946,0,36,15,0
43355,4,55,13,0
7739,8,54,4,0
4188,6,70,8,0
73076,10,66,4,1
67036,2,18,7,0
26637,2,37,7,0
1481,1,22,8,0
19868,0,40,5,0
45155,5,46,16,0
33101,2,30,7,0
21995,0,20,5,0
50427,10,53,8,1
57207,2,39,16,0
42952,6,24,1,0
99890,10,31,3,1
51039,9,24,9,1
80209,6,50,9,1
82832,6,50,20,1
73682,6,31,3,1
68346,0,25,2,0
23363,8,58,13,0
38543,0,20,16,0
86119,9,35,4,1
54257,8,37,10,1
50075,8,39,7,1
73232,2,23,12,0
31394,7,58,8,0
69245,6,55,19,1
6440,3,64,1,0
66318,7,67,10,1
94023,4,67,11,1
69943,7,43,4,1
26417,3,20,3,0
39175,2,40,2,0
41274,0,50,13,0
39881,9,56,2,0
48678,6,70,16,0
91677,9,25,17,1
73678,9,22,15,1
38766,1,44,4,0
67797,4,43,6,1
56863,3,47,8,0
77196,7,24,12,1
22729,7,23,10,0
74267,2,23,13,0
17859,7,41,9,0
20835,3,27,15,0
72450,8,42,16,1
41575,10,59,11,0
47309,10,47,9,0
81109,5,59,17,1
44269,6,48,4,0
58391,7,65,9,1
69118,6,59,19,1
74342,7,42,18,1
23800,6,57,15,0
3920,6,19,2,0
60322,9,40,17,1
8857,7,60,9,0
6186,9,64,17,0
30366,4,60,15,0
18723,9,54,7,0
48355,4,30,4,0
23146,8,70,9,0
64023,5,34,9,1
60083,9,59,14,1
21054,7,28,3,0
12447,3,33,16,0
4454,7,47,19,0
16031,8,48,10,0
23320,3,43,2,0
28231,5,53,4,0
40689,9,23,5,0
37821,5,18,19,0
83683,8,55,3,1
84358,10,35,17,1
65667,2,29,6,0
40165,5,18,11,0
3353,5,60,9,0
96097,7,62,17,1
86162,3,32,19,0
4036,2,47,2,0
1116,7,27,14,0
46462,0,26,15,0
54109,1,30,4,0
90164,8,30,9,1
65272,9,34,14,1
30540,7,60,2,0
35439,5,22,14,0
76865,7,31,4,1
51949,7,47,18,1
77625,8,40,19,1
36493,4,42,13,0
34681,2,19,10,0
26822,4,48,7,0
25070,7,24,18,0
3027,8,63,19,0
20932,10,69,3,0
75546,7,60,2,1
36706,10,18,9,0
27585,7,55,8,0
75176,10,43,18,1
69536,3,57,18,0
96189,8,53,10,1
79488,10,45,5,1
45538,9,50,17,0
57465,0,54,8,0
51371,8,28,5,1
20501,0,68,7,0
56040,1,52,10,0
89490,0,46,11,0
25496,9,24,9,0
86556,5,27,9,1
13213,4,36,15,0
95217,4,27,19,1
78196,9,33,20,1
49441,4,34,17,0
14347,1,49,7,0
66169,2,57,6,0
71201,6,43,7,1
55415,9,44,18,1
3802,4,26,7,0
10790,0,26,18,0
3151,8,56,18,0
39356,2,47,15,0
4777,10,18,17,0
22751,5,34,9,0
18192,1,53,10,0
21922,6,43,8,0
88911,2,45,1,0
72443,2,39,15,0
29707,8,62,18,0
62568,1,35,9,0
57096,10,47,8,1
40554,5,66,15,0
39802,1,32,1,0
8190,3,70,20,0
58247,6,66,5,1
51014,0,35,9,0
11065,9,40,14,0
99300,2,54,20,0
71344,9,45,14,1
81452,7,27,10,1
22743,5,59,15,0
6020,3,25,5,0
85439,6,60,20,1
76957,10,48,16,1
42442,7,31,1,0
15542,0,48,1,0
52078,8,34,20,1
15504,5,61,1,0
86653,9,60,4,1
57301,3,28,13,0
73236,10,32,4,1
14871,0,32,17,0
80964,9,50,8,1
62484,2,62,5,0
60562,5,53,11,1
28757,4,48,14,0
72218,9,23,12,1
92715,5,54,12,1
85877,7,32,16,1
22173,5,19,13,0
14645,6,63,19,0
42764,5,44,3,0
33590,0,48,5,0
28281,7,56,8,0
48823,10,32,10,0
82033,5,19,13,1
45440,2,64,17,0
15287,4,39,5,0
31178,10,64,2,0
13952,7,51,17,0
32280,4,48,18,0
3564,0,38,4,0
40496,3,55,11,0
42094,2,57,2,0
70350,1,55,14,0
37595,4,47,14,0
91794,8,35,16,1
76974,8,60,19,1
63641,9,45,2,1
40850,8,45,15,0
11673,10,49,5,0
91698,2,57,10,0
21642,9,24,6,0
13628,6,46,20,0
68455,1,45,19,0
73391,8,44,5,1
5073,4,35,8,0
33905,8,34,9,0
1233,9,66,19,0
28598,1,38,15,0
62310,10,69,2,1
64165,9,41,9,1
18739,6,70,19,0
58928,9,21,8,1
13943,7,46,16,0
29468,0,66,18,0
43154,1,31,1,0
41498,0,69,11,0
15523,8,53,16,0
35122,2,49,13,0
36081,10,37,2,0
56351,10,19,11,1
46671,10,39,3,0
31041,3,24,20,0
13918,3,23,20,0
58031,9,29,20,1
37630,8,65,13,0
7970,5,36,6,0
15148,4,36,11,0
54658,3,50,17,0
90683,1,56,7,0
98056,2,28,7,0
53547,10,43,3,1
19438,8,26,1,0
92019,8,65,17,1
81363,10,42,14,1
59845,9,53,7,1
30452,10,26,6,0
94165,7,45,6,1
62874,6,33,1,1
91756,9,63,12,1
23105,6,21,16,0
6263,10,54,17,0
88368,4,24,5,1
15042,7,53,9,0
50079,5,55,18,1
67871,0,46,14,0
70751,5,50,4,1
36993,0,50,12,0
40336,3,39,2,0
38531,7,64,15,0
11784,3,18,20,0
77641,0,29,19,0
83680,6,24,16,1
1731,7,67,2,0
67222,4,31,4,1
79458,7,24,9,1
7807,3,56,18,0
6380,4,57,3,0
96078,2,30,15,0
38079,10,59,8,0
23245,10,59,7,0
95983,0,53,13,0
8219,3,30,10,0
11932,4,26,5,0
2863,5,49,18,0
29977,1,57,9,0
43786,4,39,8,0
49319,5,42,15,0
14527,7,68,12,0
96047,10,44,8,1
31416,2,22,14,0
71750,6,54,17,1
20068,3,23,17,0
93507,9,32,19,1
51745,0,57,7,0
15912,10,18,9,0
9897,10,58,8,0
12931,7,69,15,0
78325,7,22,15,1
80104,6,25,13,1
21558,3,60,17,0
30566,5,32,13,0
52613,0,34,14,0
96213,5,22,13,1
81417,3,53,19,0
79652,6,46,16,1
8090,6,57,9,0
10938,4,63,6,0
89103,5,41,16,1
10620,4,21,1,0
15410,9,63,14,0
49129,9,28,2,0
76894,8,42,11,1
60075,1,57,3,0
61309,5,50,11,1
40314,0,23,6,0
70844,4,70,4,1
10870,7,22,4,0
48100,10,19,9,0
50290,5,52,1,1
40485,3,38,6,0
89366,2,45,15,0
49359,1,59,8,0
47542,9,43,1,0
99751,8,24,13,1
84686,6,21,8,1
9776,10,69,1,0
7400,9,20,20,0
70492,4,35,10,1
47043,6,20,20,0
16205,9,35,10,0
99014,7,28,3,1
88261,8,49,2,1
79949,4,24,11,1
6000,1,65,19,0
63659,6,56,19,1
12055,8,66,15,0
32086,10,53,20,0
32684,4,45,14,0
12471,0,30,4,0
5472,6,69,3,0
48569,8,67,8,0
57607,10,62,9,1
68896,8,34,16,1
77666,3,35,19,0
20898,6,59,11,0
89247,1,58,18,0
20323,7,30,8,0
37165,3,40,17,0
61048,1,39,8,0
27144,5,43,14,0
86352,1,67,1,0
38103,1,63,18,0
80999,9,18,15,1
32186,1,24,7,0
53914,2,24,11,0
8327,4,59,7,0
70963,10,18,12,1
70249,10,46,11,1
18104,0,27,6,0
31325,10,46,9,0
38131,0,68,12,0
42407,10,34,20,0
9890,8,25,19,0
79442,4,35,11,1
24280,9,61,17,0
68785,0,61,18,0
36913,3,37,18,0
25631,3,65,6,0
8667,6,59,14,0
9196,1,29,18,0
99822,3,37,14,0
25001,6,18,9,0
7390,8,41,13,0
59108,10,36,2,1
38360,2,64,17,0
94818,8,41,7,1
7599,7,35,20,0
99840,7,56,8,1
36165,9,62,10,0
19019,5,70,4,0
52775,10,43,13,1
80389,8,48,4,1
92982,7,30,14,1
61143,9,20,12,1
23862,7,47,19,0
91149,0,53,2,0
37018,10,35,13,0
67938,10,36,15,1
80755,4,37,19,1
2314,5,45,17,0
25193,0,70,14,0
1929,8,67,4,0
70887,3,32,5,0
96938,9,64,15,1
24134,4,35,11,0
57016,7,69,11,1
53800,4,28,18,1
22118,1,66,14,0
18115,7,21,12,0
37170,1,36,20,0
36983,8,53,20,0
28842,1,27,14,0
75668,0,42,8,0
53698,5,31,7,1
23663,7,34,16,0
46746,7,47,11,0
92078,5,51,12,1
53190,7,64,3,1
77228,7,48,12,1
38430,4,63,7,0
26828,5,53,5,0
18212,6,35,6,0
98701,8,68,6,1
47547,0,34,18,0
71019,5,19,9,1
13192,0,30,17,0
58872,0,32,10,0
37980,10,37,7,0
78213,8,29,13,1
39093,10,25,14,0
66279,4,45,3,1
28580,4,33,13,0
14548,0,51,16,0
82336,10,53,13,1
3857,10,55,18,0
39899,7,38,5,0
64371,2,43,19,0
46371,3,45,15,0
65235,6,63,5,1
96938,1,58,13,0
18187,4,45,19,0
75803,3,42,11,0
62106,6,51,9,1
24304,4,59,2,0
95950,10,36,16,1
27630,10,40,3,0
83892,6,68,5,1
27761,0,27,16,0
91029,9,27,8,1
15490,3,55,18,0
33545,2,25,2,0
97803,9,50,5,1
78243,5,32,19,1
56967,5,42,3,1
97982,10,19,18,1
93369,6,36,15,1
85139,8,32,1,1
28607,2,28,20,0
75914,2,51,2,0
9770,7,20,11,0
8071,3,50,6,0
80299,6,59,12,1
50913,5,24,9,1
66660,9,50,5,1
19573,5,27,17,0
63504,2,63,20,0
7588,2,44,14,0
1015,2,39,2,0
68508,5,56,18,1
19221,10,31,7,0
80702,6,29,5,1
92456,6,41,3,1
37925,2,19,1,0
96064,4,47,5,1
35744,1,53,17,0
21593,2,47,18,0
49460,2,28,17,0
97498,3,42,20,0
36450,7,37,18,0
64455,7,49,8,1
68484,9,42,2,1
98011,6,31,18,1
76856,5,42,9,1
34988,2,33,4,0
30209,2,50,2,0
88730,1,51,2,0
49588,2,49,11,0
3722,2,20,2,0
85063,9,31,20,1
11414,1,33,9,0
33079,10,62,8,0
23510,0,55,18,0
72832,4,24,15,1
49215,10,19,13,0
57549,4,34,2,1
39090,1,42,12,0
36654,8,41,2,0
24260,3,63,18,0
64232,6,33,18,1
68642,10,33,12,1
28164,6,67,16,0
19770,1,30,7,0
75105,6,54,11,1
58375,4,62,7,1
6676,10,28,16,0
52678,10,62,6,1
9432,0,26,19,0
31015,8,33,12,0
10088,2,22,19,0
60242,5,18,15,1
49605,5,19,15,0
79367,6,33,13,1
1870,4,49,6,0
81203,1,65,7,0
98198,2,61,15,0
25338,5,27,18,0
60363,1,68,7,0
4601,9,41,5,0
18180,10,21,11,0
71166,6,28,2,1
89034,10,69,1,1
21311,3,47,11,0
22396,2,46,15,0
72160,7,40,12,1
81416,3,48,20,0
45881,3,52,12,0
26684,8,47,11,0
